trade_timestamp,datetime,code,side,ord_type,maker_taker,state,price,avg_price,volume,executed_volume,executed_funds,trade_fee,total,uuid,trade_uuid
1746700670623,2025-05-08 19:37:50,KRW-XRP,BID,price,taker,trade,0.00000000,3119.55900000,1.60359204,1.60359204,4999.99998072,2.49999999,5002.49998071,657400d1-c48b-4c8b-9f24-8c0b0026765d,2beee058-88e2-4dd2-a690-fab815123953
1746717041058,2025-05-09 00:10:41,KRW-XRP,ASK,market,taker,trade,0.00000000,3141.42850000,6.69000000,6.69000000,21026.67000000,10.51333500,21016.15666500,789cbf2f-22dc-49c4-85b0-ea17a827a7ce,3c3db2cd-a77d-4e17-b1b6-508a5ea71200
